,Author,Category,Content,Date,Links,Source,Subtitle,Tags,Title
61,Yuji Nakamura,['technology'],"['(Bloomberg) -- Japanese cryptocurrency exchange Coincheck Inc. said it will use its own capital to reimburse customers who lost money in Friday?s$400 million theft.', 'The Tokyo-based company will repay all 260,000 users impacted by the theft of NEM coins, at a rate of 88.549 yen (82 U.S. cents) for each coin, according to astatementposted on its website after midnight local time on Sunday. A total of 523 million coins were stolen, it said.', '?The timing of the reimbursement and the application process are currently under consideration,? Coincheck said in the statement. ?The source of the refunded money is being carried out using our own capital.""', 'NEM prices surged 21 percent to $1.03 as of 12:31 p.m. Tokyo time, according to prices oncoinmarketcap.com. Other cryptocurrencies including Bitcoin, Ether and Litecoin also gained.', 'The announcement came less than 48 hours after the hack was discovered on Friday. The attack shocked Japanese policy makers, who introduced legislation last April precisely to prevent such disasters, and piled pressure on global crypto markets wary of rising scrutiny from regulators.', 'It was not clear how Coincheck secured the funds necessary to repay customers. Late on Friday, the exchange disclosed that co-founders Koichiro Wada and Yusuke Otsuka owned the majority of shares in the company. Other investors include Tokyo-based venture firm Anri and California-based WiL LLC, according to Otsuka. The startup has about 80 employees and began cryptocurrency operations in 2014, it said.', 'Coincheck didn?t respond to an email requesting more information and verification of the authenticity of the statement. Multiple phone calls placed to two different numbers went straight to voice mail.', 'Coincheck was four months past its deadline for receiving alicensenecessary to operate, as part of Japan?s new legislature to vet and audit cryptocurrency exchanges. It was allowed to continue operating while awaiting a decision from the Financial Services Agency.', 'The agency is getting ready to penalize Coincheck in relation to the hack, the Yomiuri newspaper reported on Sunday without saying where it obtained the information. Media reports also said the FSA will ask company officials Sunday about the circumstances leading to the loss, and the security measures in place.', 'If Coincheck successfully navigates the theft, the turnaround wouldn?t be the first in the cryptocurrency world. Bitcoin exchange Bitfinex alsoovercamea $69 million heist and last year repaid most customers who lost money in the August 2016 attack.', '', '', '©2018 Bloomberg L.P.']",1/28/2018 16:01,/markets/2018/01/27/coincheck-to-repay-customers-who-lost-money-in-400-million-hack,bloombergquint,(Bloomberg) -- Japanese cryptocurrency exchange Coincheck Inc. said it will use its own capital to reimburse customers who lost money in Friday?s$400 million theft.,[],Coincheck to Repay Users Who Lost Money in $400 Million Hack
62,Lucas Shaw,['technology'],"['(Bloomberg) -- Songwriters will get a larger cut of revenue from streaming services after a court handed technology companies a big defeat.', 'The Copyright Royalty Board ruled that songwriters will get at least a 15.1 percent share of streaming revenues over the next five years, from a previous 10.5 percent. That?s the largest rate increase in CRB history, according to astatementfrom the National Music Publishers? Association.', 'The decision is a major victory for songwriters, who have long complained they are insufficiently uncompensated by on-demand music services like Spotify and YouTube. Streaming services account for the largest share of music industry sales in the U.S., while global streaming sales jumped 60 percent in 2016, according to the IFPI.', '?It?s a good day for songwriters,? NMPA president David Israelite said. ?This is the first time the court has litigated the contribution of songwriters to these digital platforms.?', 'Songwriters had also been pushing to get paid each time a song is streamed. Israelite said the rate increase made up for that defeat.', 'The decision was made after a trial in which NMPA and theNashville Songwriters Association Internationalrepresented music publishers and songwriters against Alphabet Inc., which owns YouTube and Google; Amazon.com Inc., Apple Inc., Spotify Technology and Pandora Media Inc.', 'The ruling will increase costs for Spotify, the world?s largest paid online music service. It already says itloses moneybecause of the cost of music rights.', '', '', '©2018 Bloomberg L.P.']",1/28/2018 16:23,/technology/2018/01/27/songwriters-score-victory-over-streaming-services-with-pay-hike,bloombergquint,(Bloomberg) -- Songwriters will get a larger cut of revenue from streaming services after a court handed technology companies a big defeat.,[],Songwriters Score Win Over Streaming Services With Pay Hike
63,Shobhana Chandra,['global-economics'],"['(Bloomberg) -- Despite fourth-quarter U.S. growth missing forecasts, the world?s largest economy is doing just fine.\xa0The latest results also underscore just how challenging it will be to reach President Donald Trump?s goal of a sustained 3 percent pace.', 'The 2.6 percent annualized gain in gross domestic product,\xa0reported by the Commerce Department on Friday, fell short of the\xa0Bloomberg survey median projection of 3 percent. Yet consumer spending jumped 3.8 percent, the best in more than a year, business equipment investment grew at the fastest pace in three years, and housing made a strong contribution. The more-volatile categories of trade and inventories together lopped 1.8 percentage points off of growth.', 'The economy had solid support from various sectors coming into 2018, and the president?s move to cut taxes will help underpin demand. Nonetheless, the pace of household purchases --\xa0which account for about 70 percent of the economy -- probably won?t repeat its recent performance anytime soon amid still-modest wage gains and higher debt loads.', 'The report also shows how a widening trade gap can take a bite out of GDP: While strong domestic demand boosted imports last quarter, exports failed to keep pace even with a global growth pickup and a weaker dollar. Federal Reserve interest-rate increases could also weigh on the expansion, already in its ninth year.', '?The details are much better than the headline,? said Tom Simons, senior economist at Jefferies LLC. ?The more fundamental elements of growth were quite strong in the fourth quarter. Both on the consumer and the business side, there?s a lot of momentum.? At the same time, ?trade might be a more persistent weakness.?', 'Had GDP met forecasts, it would have been the third straight quarter of 3 percent-or-better growth, the longest streak since 2005. Higher business confidence since Trump was elected has probably played a role in driving more corporate investment, and lower taxes may extend the resurgence.', 'The bigger trade deficit during the quarter reflected imports rising at double the pace of exports. Net exports subtracted 1.13 percentage points from GDP, the most in a year. The gap between merchandise exports and imports in December was the biggest since 2008.', 'Ongoing depreciation of the dollar would make it difficult to rein in the trade deficit, which Trump has pledged to shrink. Treasury Secretary Steven Mnuchin said this week that the weak dollar was good for U.S. trade, pushing the greenback to a three-year low amid fears the U.S. was stoking a trade war and was willing to use the currency to win it.', 'To get a better sense of underlying domestic demand, economists look at final sales to domestic purchasers, which strip out inventories and trade from GDP. Such sales grew 4.3 percent last quarter, the most since 2014.', '?The economy continues to hum along,? said Ryan Sweet, an economist at Moody?s Analytics Inc. in West Chester, Pennsylvania, who accurately projected 2.6 percent GDP growth. ?This is far from doom and gloom. Businesses are investing aggressively and consumers continue to spend at a very strong pace. We got a bit spoiled by 3 percent-plus growth in the last couple of quarters, but that streak was eventually going to come to an end.?', 'GDP forecasts in the Bloomberg survey ranged from 2.2 percent to 3.8 percent.\xa0Growth was 3.2 percent in the third quarter and 3.1 percent in the three months before that.', 'Growth also got a\xa00.42 percentage point boost from housing, the first contribution in three quarters, as residential construction increased at an 11.6 percent pace. Business equipment investment expanded at a 11.4 percent rate.', 'The latest gain in consumer spending added 2.58 percentage points to the GDP results. Even with steady hiring and the lowest unemployment rate since 2000, wage increases remain tepid, one reason economists expect households may take a breather from splurging this quarter.', '?We?ve had some pretty solid numbers here in the report, but real disposable personal income, not so much. It?s a mismatch,? said\xa0Scott Brown, chief economist at Raymond James Financial. ?There?s a lot more pressure still on household budgets -- they may be feeling better about things but running lean at this point.?', '', '', '', '©2018 Bloomberg L.P.']",1/28/2018 20:37,/global-economics/2018/01/26/u-s-economy-doing-just-fine-but-3-growth-will-remain-elusive,bloombergquint,"(Bloomberg) -- Despite fourth-quarter U.S. growth missing forecasts, the world?s largest economy is doing just fine. The latest results also underscore just how challenging it will be to reach President Donald Trump?s goal of a sustained 3 percent pace.",[],U.S. Economy Doing Just Fine But 3% Growth Still a Challenge
64,Spencer Soper,['technology'],"['(Bloomberg) -- When Kroger Co. offered to buy Boxed Wholesale, founder Chieh Huang didn?t waste much time: Huang said he?d consider the offer and hopped on a plane to Seattle.', 'There Huang huddled with\xa0Amazon.com. Inc.?s corporate development and consumer executives on Wednesday to discuss a potential sale, according to two people familiar with the matter.', 'Boxed?s chief executive officer, who has long insisted he wants to remain independent and eventually go public, now finds himself at a crossroads: help save an old-school grocer with 19th Century roots or hook up with the granddaddy of e-commerce.', 'Boxed,\xa0which sells bulk-sized packages of paper towels, granola bars and maxi-pads, is considering the Kroger offer, two people familiar with the matter said. News reports of that offer accelerated conversations Boxed has been having with other potential buyers, including Amazon, said the two people, who asked not to be identified because the negotiations are private. Amazon?s interest was reported earlier by the New York Post. Forbes earlier reported Kroger?s bid and said Boxed could fetch $325 million to $500 million without identifying the source of that estimate.', 'Boxed has differentiated itself from Amazon by offering alimited selectionof products in bulk sizes, as well as an inexpensive house brand of trash bags, paper plates and other items. The narrower scope lets the company to sell more goods using fewer people and less space than a retailer with a larger inventory. Boxed declined to comment on the acquisition talks.', 'The New York-based startup has warehouses in New Jersey, Dallas, Las Vegas and Atlanta. It offers shoppers bulk-sized products like those found at Costco Wholesale Corp. and other warehouse clubs, saving customers membership fees and the hassle of crowded parking lots and aisles. Boxed said it had sales of about $100 million in 2016, up from about $50 million the previous year. The average order size was about $100 and included 10 items, meaning most orders met a $50 threshold for free shipping. The large average order appeals to companies looking for a cost-effective way to sell packaged household products online.', 'Seattle-based Amazon and Kroger, based in Cincinnati, declined to comment on the reports.', 'Boxed could be an attractive buy for Kroger and other brick-and-mortar retailers that need help selling goods online, which requires strategically placed, efficient warehouses rather than stores close to customers. The grocer lost more than a quarter of its value within two days of the June announcement of Amazon?s $13.7 billion purchase of Whole Foods Market Inc.. Kroger has since recovered most of the loss.', 'It?s a tougher sell for Amazon, which has more than 300 million global customers lured by a quick, convenient delivery of an abundant online inventory, which includes most of the products Boxed sells. Boxed has seen growing demand with businesses, which use its bulk-sizes to restock office pantries, an area Amazon is also targeting.\xa0Boxed also offers distribution centers specialized for the products commonly found in supermarkets. Amazon reinvigorated its push into the $800 billion grocery market last year with its acquisition of Whole Foods, giving it 460 stores around the country.', 'The e-commerce giant also been building new warehouses specialized for different types of products, with some facilities focused on small items and others big items like televisions and kayaks. Boxed could add more of these kinds of warehouses to increase efficiency.', 'Boxed also has strong relationships with consumer packaged goods companies such as Kraft Heinz Co. and Procter & Gamble Co., which Amazon is also trying to cultivate to build its grocery business.', 'Boxed CEO Huang, 36, who started the company in his parents garage, has indicated he?d prefer to maintain a hands-on role after a sale. He made headlines in 2015 by offering to pay college tuition for his employees? children and the following year offered as much as $20,000 to help employees pay for their weddings. Amazon CEO Jeff Bezos has a tradition of buying companies and letting their founders continue to run them. Tony Hsieh continues to oversee Zappos.com Inc., which Amazon purchased in 2009. Twitch Interactive CEO Emmett Shear remains in the role after Amazon purchased his video-game streaming site in 2014.', 'An acquisition by Kroger might put Huang more in the role of Jet.com Inc founder Marc Lore, who is overseeing the digital transformation of Wal-Mart Stores Inc. following the acquisition of his company.', '', '', '©2018 Bloomberg L.P.']",1/28/2018 21:31,/technology/2018/01/26/boxed-ceo-s-choice-save-supermarkets-or-help-amazon-kill-them,bloombergquint,"(Bloomberg) -- When Kroger Co. offered to buy Boxed Wholesale, founder Chieh Huang didn?t waste much time: Huang said he?d consider the offer and hopped on a plane to Seattle.",[],Boxed CEO's Choice: Save Supermarkets or Help Amazon Kill Them
65,Christopher Palmeri,['business'],"['(Bloomberg) -- Wynn Resorts Ltd. faced calls to oust or investigate Chairman and founder Steve Wynn over allegations he sexually harassed numerous women who work for him.', 'Wynn investor Richard ?Trip? Miller, managing partner of Gullane Capital Partners, recommended an outside investigation, similar to six years ago when Wynn Resorts hired former FBI chief Louis Freeh to probe claims that company co-founder Kazuo Okada had bribed foreign casino officials. As result of that report, Wynn Resorts unilaterally bought out Okada?s shares.', '?These are darn serious allegations,? said Miller, whose company is based in Memphis, Tennessee. ?We would welcome someone like that coming back and doing a full investigation.?', 'Wynn, also the finance chairman for the Republican National Committee, paid $7.5 million to settle claims brought by a former manicurist at his resort who said the executive pressured her to have sex with him, the Wall Street JournalreportedFriday. Wynn coerced massage therapists to perform sex acts for $1,000 tips, and others at the spa created fictitious appointments to avoid contact with him, said the newspaper, which contacted more than 150 people who worked with the casino magnate.', 'Wynn, who turns 76 on Saturday, denied the allegations. ?The idea that I ever assaulted any woman is preposterous,? he told the Journal. Wynn Resorts and the Republican National Committee didn?t respond to requests for comment.', 'Wynn Resorts shares slumped 10 percent, the biggest decline since December 2016. Even with the drop, they?re still up 89 percent over the past 12 months.', '?We?re aware of the situation and reviewing the information,? Becky Harris, chair of the Nevada Gaming Control Board, said in a statement. The board is the chief regulator of casinos in the state.', 'In Massachusetts, where Wynn Resorts is building a $2.4 billion Boston Harbor casino project, regulators also plan to review the allegations. The Massachusetts Gaming Commission is ?taking very seriously the troubling allegations detailed in the Wall Street Journal article,? the agency said in a statement.', 'Nita Chaudhary, co-founder of the women?s advocacy group UltraViolet, called on the board of the casino company to fire Wynn and for the Republican National Committee to remove him as finance chair.', '?Steve Wynn needs to go,? Chaudhary said in a statement. ?He is a predator of the worst kind who used his position of power to sexually coerce his female employees.?', '', '', '©2018 Bloomberg L.P.']",1/28/2018 22:46,/china/2018/01/26/wynn-harassment-allegations-draw-calls-for-investigation-ouster,bloombergquint,(Bloomberg) -- Wynn Resorts Ltd. faced calls to oust or investigate Chairman and founder Steve Wynn over allegations he sexually harassed numerous women who work for him.,[],"Wynn Harassment Claims Draw Calls for Investigation, Ouster"
66,Craig Giammona,['technology'],"['(Bloomberg) -- Starbucks Corp. Chairman Howard Schultz said he believes digital currency will catch on with consumers, though not necessarily Bitcoin.', 'Schultz said that Starbucks, an early adopter of smartphone payments, is positioned to take advantage in coming years as cryptocurrency -- and its underlying technology known as blockchain -- become more prevalent among consumers. He?s just not sure that Bitcoin, which was released in 2009 as the first decentralized digital currency, will still be around.', '?The reason I mention this is not because I?m talking about Bitcoin because I don?t believe that Bitcoin is going to be a currency today or in the future, I?m talking about the new technology of blockchain and the possibility of what could happen not in the near term,? said Schultz, who helped build Starbucks into the world?s biggest coffee chain, on the company?s earnings call Thursday.', '?I?m bringing this up because as we think about the future of our company and the future of consumer behavior, I personally believe that there is going to be one or a few legitimate, trusted digital currencies off of the blockchain technology,? he said.', 'Schultz, 64, who said Starbucks wasn?t planning to launch its own version of Bitcoin, added that a trusted consumer brand with brick-and-mortar locations will help bring ?legitimacy and trust? to cryptocurrencies.', '', '', '©2018 Bloomberg L.P.']",1/29/2018 1:57,/bitcoin/2018/01/26/starbucks-chairman-big-on-cryptocurrency-just-maybe-not-bitcoin,bloombergquint,"(Bloomberg) -- Starbucks Corp. Chairman Howard Schultz said he believes digital currency will catch on with consumers, though not necessarily Bitcoin.",[],"Starbucks Chairman Big on Cryptocurrency, Just Maybe Not Bitcoin"
67,Jim Efstathiou Jr.,['technology'],"['(Bloomberg) -- Because the world is getting warmer, it?s getting colder, too.', 'Crazy as that sounds, there?s an explanation in the northernmost corner of the the planet, where temperatures are rising twice as fast as anywhere else. That affects the jet streams churning through the upper atmosphere, and results in more weird wintercold snaps.', 'The ones that descended in early January on the U.S. south brought snow and and ice to deep-freeze amateurs in cities including Birmingham, Alabama, and Oxford, Mississippi. Another one expected as early as next weekend may push readings more than 15 degrees Fahrenheit (8 Celsius) below average across the north-central part of the country.', 'More frequent and persistent bouts of severe or unseasonal weather are in most everyone?s future if the Arctic?s rapid warming continues, according to new research. Simply put, there will be fewer years when ?climate is just average,? said Valerie Trouet, an associate professor at the University of Arizona?s School of Natural Resources and the Environment. ?More extreme positions of the jet mean more extreme weather.?', 'The reason: Climate change is reducing the gap between North Pole temperatures and those to the south, weakening winds in the upper atmosphere and creating conditions that propel their currents in unusual new ways.', 'Read more: All about climate change -- a QuickTake explainer', 'The North Atlantic jet stream has been moving exceptionally far north or south more frequently since the 1960s than at any time in the last 300 years, according to astudyco-authored by Trouet and published in the journal Nature Communications. This is the first research to use climatological data gleaned from tree-growth rings to reconstruct centuries of wind patterns.', 'The average air temperature over Arctic land last year was the second highest, after 2016, since 1900. Readings were 2.9 degrees Fahrenheit above the average for 1981 to 2010, according to areportsponsored by the National Oceanic and Atmospheric Administration.', 'The amount of summer sea ice in the Arctic has declined by more than 30 percent in the past few decades. This has exposed more open water and land, which absorb heat and accelerate warming. The shift has been happening more quickly than computer models projected; summer seasons that are completely ice-free around the pole are considered likely sometime in the next few decades.', 'The frigid temperatures this winter and images of unlikely places blanketed in snow -- the Sahara Desert, for instance -- have been grist for people who doubt global warming is a phenomenon. But such wild weather could actually end up persuading skeptics, said Jennifer Francis, a research professor at New Jersey?s Rutgers University who haswrittenon the jet streams changes.', 'An odd, disruptive meteorological condition ?is an incredibly effective tool to get the public to understand better how climate is going to affect them,? Francis said. In other words, when icicles are forming in your swimming pool in Houston, you just know something is going on.', '', '', '©2018 Bloomberg L.P.']",1/29/2018 2:45,/technology/2018/01/26/u-s-is-about-to-get-real-cold-again-blame-it-on-global-warming,bloombergquint,"(Bloomberg) -- Because the world is getting warmer, it?s getting colder, too.",[],U.S. Is About to Get Real Cold Again. Blame it on Global Warming
68,Bloomberg News,['technology'],"['(Bloomberg) -- JD.com Inc. is preparing to make its U.S. debut with a beachhead in Los Angeles, seeking to best arch-rival Alibaba and challenge Amazon.com Inc. on its home turf.', 'The $68 billion company, which said in December it?ll start online sales in the U.S. by the second half of 2018, is now seeking funds to bankroll a logistics build-up to support an international expansion. JD is in final-stage discussions to sell 15 percent of its logistics arm to\xa0Tencent Holdings Ltd. and other investors in an early fundraising round. Tencent will get about a third of the shares on offer and the deal will be completed by the middle of next month, billionaire founder Richard Liu said in an interview.', 'That?s a precursor to a logistics initial public offering in China or Hong Kong in about three years, Liu said, giving his most detailed outline of JD?s global push to date. The company founder wants to leapfrog\xa0Alibaba Group Holding Ltd., which like JD rode an unprecedented Chinese consumer spending boom but remains largely home-bound.', '?JD?s rule is that once we decide to do something we never limit the money,? Liu said in Davos, Switzerland, where he was attending the World Economic Forum. The company wants half of its revenue from overseas within a decade and ?we will continue to invest until we achieve our goal,? he said.', 'JD, which is listed in New York, is eyeing the largest city on the U.S. west coast because of its enormous Chinese diaspora,\xa0and may lean on shareholder Wal-Mart Stores Inc. for initial logistics support. Liu, who said this week he worried about the increasing difficulty of penetrating a protectionist American market, said he was considering multiple options for a U.S. entry, including partnerships with local companies.', 'JD jumped 4.4 percent to $49.48 at 11:10 a.m. in New York, giving the company a market value of $70.7 billion.', '?This year, Vietnam, India, Philippines, Malaysia - every Southeast Asian country - we will come by the end of this year,? Liu said. ?Our future is we will invest in U.S. and build a warehouse fulfillment center in U.S. so you can get same-day delivery.?', 'JD has said previously it wants to start online sales in Europe and the U.S. by the second half of 2018. Liu?s strategy is simple: sell quality Chinese goods at lower prices than his competitors. He wants half of JD?s revenue to come from abroad in 10 years, hopefully evenly distributed between Southeast Asia, the U.S. and Europe.', 'New Street Research analyst Kirk Boodry said JD getting half of its revenue from overseas would be a surprising achievement, and questioned its ability to win market share in countries where rivals were firmly entrenched.', 'But the company is lining up powerful backers to realize its vision. JD is Wal-Mart?s main partner in China, and it?s teamed up with Tencent in a number of deals, including last month?s $863 millioninvestmentinto VIPShop Holdings Ltd. Tencent declined to comment on the logistics stake.', 'A ?secret team? spent two years brainstorming with Chinese brands such as Xiaomi Corp. on how to take the platform global, Liu said last year. Its push into the developed world however will be one of JD?s riskiest ventures to date. The online retailer?s expansion into Southeast Asia, starting with operations in Indonesia and Thailand, faced relatively little competition. That won?t be the case for Europe or the U.S., where Amazon is active.', '?We feel a little bit more optimistic about the prospects for a company that can leverage what they have in China overseas, and with JD we just don?t see them having anything in particular that stands out,? Boodry said. ?But the idea of JD logistics setting up a facility and presence in the West Coast makes sense, when you think about the potential for cross-border e-commerce and import and exports from China.?', '', '', '©2018 Bloomberg L.P.', 'With assistance from David Ramli, John Fraher, Tian Ying']",1/29/2018 4:14,/global-economics/2018/01/26/jd-enlists-tencent-as-it-prepares-to-take-on-amazon-in-the-u-s,bloombergquint,"(Bloomberg) -- JD.com Inc. is preparing to make its U.S. debut with a beachhead in Los Angeles, seeking to best arch-rival Alibaba and challenge Amazon.com Inc. on its home turf.",[],JD Enlists Tencent as It Preps to Take on Amazon in the U.S.
69,Naureen S. Malik,['global-economics'],"['(Bloomberg) -- The tanker carrying Russian natural gas that?s been sitting outside of Boston Harbor for days will probably land over the weekend, according to the U.S. Coast Guard.', 'The\xa0Gaselys carries liquefied natural gas originally produced in Siberia, according to vessel tracking data. The ship, poised to dock at Engie SA?s Everett import terminal, would be the first LNG shipment from anywhere other than Trinidad and Tobago in about three years.', '?It is expected to be in the port over the weekend,? Luke Pinneo, chief petty officer at the U.S. Coast Guard in Boston, said in a telephone interview.', 'The delay in bringing the ship into the harbor ?is not unusual,?? according to Pinneo. Inspections can take as long as three days, depending on the time line for getting a Coast Guard boat with a boarding team to it and the specific safety concerns being addressed, he said.', 'Guiding an LNG tanker in is a multi-agency effort with federally mandated protocols, Pinneo said.', 'Gaselys loaded its cargo at the Isle of Grain terminal near London, where another tanker had unloaded the Russian LNG. French energy giant Engie bought the cargo on the spot market\xa0in early January ?due to the higher demand for LNG resulting from the extremely cold weather here in New England,? Carol Churchill, a spokeswoman at Engie?s Everett terminal said in an email Thursday afternoon. She said the Coast Guard has the final authority as to when the ship will dock at Everett.', 'A second tanker named Provalys will pick up Russian natural gas from Dunkirk, France, and may reach the U.S.\xa0on about Feb. 15, according to Kpler SAS, a cargo-tracking company. The tankers would arrive at a time when New England is paying a hefty premium for supplies as pipeline capacity limits flows of cheap shale gas from other parts of the country in the peak demand season.', 'Engie purchased that cargo from Dunkirk before the winter season began because ?we anticipate LNG demand greater than what we had already scheduled from Trinidad? and scheduled it for the latter half of the winter, Churchill said. ?At the time of purchase, we only knew that the cargo would be sourced from Northwestern Europe and that the LNG would be the proper quality for the New England market.?', '', '', '©2018 Bloomberg L.P.']",1/29/2018 8:03,/business/2018/01/26/tanker-with-russian-gas-set-to-land-in-boston-over-the-weekend,bloombergquint,"(Bloomberg) -- The tanker carrying Russian natural gas that?s been sitting outside of Boston Harbor for days will probably land over the weekend, according to the U.S. Coast Guard.",[],Tanker With Russian Gas to Land in Boston Over the Weekend
70,Bloomberg News,['markets'],"['(Bloomberg) -- Commodities would be particularly exposed if U.S. President Donald Trump?sdecisionto impose tariffs on foreign solar panels and washing machines sparks a tit-for-tat trade war with nations around the world.', 'The U.S. is both a major importer as well as exporter of raw materials, and China is one of its biggest partners. Beijing has been singled out by the president as especially guilty of undermining American industry. While Chinese officials have said the solar panel and washing machine tariffs were a ?misuse? of trade measures, theirresponsehas until now been restrained.', 'Below we examine the potential flash points in the major commodities trade between the U.S. and China and how any possible disputes may play out.', 'Chinese aluminum has deep roots in the U.S., accounting for 31 percent of overseas purchases\xa0of the\xa0metal in semi-finished form. Trump is weighing the findings of a so-called Section 232 study into imports submitted by Commerce Secretary Wilbur Rossthis month. The president has 90 days to respond to any threats by imposing tariffs and quotas or entering into talks with foreign producers to find a solution.', 'Goldman Sachs Group Inc. this weekwarnedTrump is ?more likely than not? to slap levies on the metal\xa0that?s used in everything from cars to cans, potentially boosting costs for Americans. While the price of the metal has rallied 23 percent in the past year, it?s still about 19 percent below a 2011 peak.', 'Chicago-based Century Aluminum Co. has called for a 20 percent tariff on supply from most countries. While a boon to domestic producers, duties will be a risk for industries from automobile to beverages: brewer MillerCoors LLC said last year that higher prices would have to be passed on to consumers.\xa0Meanwhile, China?s exports of the metal are still growing: they reached a record along with output in 2017.', 'Trump?s also considering findings of a Section 232 study into steel. While the U.S. is the world?s biggest importer, it?s not as reliant on China as it is for aluminum. American purchases in the first eleven months of last year were about 32 million tons, with Canada, South Korea and Brazil its largest suppliers. The world?s No. 1 producer, China, isn?t even among the top-ten sellers. The Asian country?s exports are shrinking as it consumes more domestically, and the decline is seen as unlikely to reverse.', 'A U.S. decision to raise import barriers would have limited impact on the global market, while harming the American economy by making its steel more expensive, according to an executive from a major Japanese producer. While such trade measures wouldn?t pose a significant hurdle for Chinese exporters, they risk spurring other countries to pursue their own protectionist campaigns, said Tomas Gutierrez, an analyst at Kallanish Commodities.', 'If China wanted to hit back, soybeans could be a weapon. That would sting farmers in the U.S., which sold $13.9 billion worth of the commodity to the Asian nation in 2017. While America counts China as its biggest market for the oilseed used in animal feed, swelling global stockpiles and bumper crops forecast from Brazil to Argentina mean Beijing has a choice of sellers to turn to in the event of a retaliation on U.S. imports.', 'Next up, meat imports were the second most-valuable agricultural trade between the U.S. and China in 2017, worth about $1.3 billion. The Asian country only restarted purchases of American beef last year, lifting a ban in place since 2003 that wastriggeredby mad cow disease.', 'In September, the World Trade Organization approved a request from the U.S. to investigate China?s tariff-rate quotas on agricultural products after it claimed the measures on rice, wheat and corn unfairly undermine U.S. farmers. The WTO is also looking into American allegations that the Asian country offeredexcessive supportfor its own farmers.', 'The shale boom has helped the U.S. challenge Russia and Saudi Arabia as one of the world?s biggest producers, and the end of a four-decade ban on crude exports means its supply is sailing to nations across the globe. And China?s welcoming its cargoes more than any other nation. Imports of American oil increased almost 1,500 percent in 2017, with purchases valued at about $3.2 billion.', 'Still, the U.S. was only the 14th-biggest seller to the world?s largest importer last year and China has a slew of suppliers from Saudi Arabia to Angola and Russia looking to sate its appetite. That means sellers of American crude would lose out on a prized customer if any restrictions were imposed while the Asian nation would be relatively unharmed.', 'On the fuel front, the U.S.\xa0doesn?t have much to lose. While\xa0China?s already shippingrecordamounts overseas, much to the chagrin of its neighbors in Asia, where cheap imports are undermining local refiners, only a trickle reaches American shores for now.', '', '', '', '©2018 Bloomberg L.P.', 'With assistance from Martin Ritchie, Niu Shuping, Sarah Chen']",1/29/2018 9:08,/technology/2018/01/26/the-commodity-flashpoints-when-trump-puts-america-first,bloombergquint,(Bloomberg) -- Commodities would be particularly exposed if U.S. President Donald Trump?sdecisionto impose tariffs on foreign solar panels and washing machines sparks a tit-for-tat trade war with nations around the world.,[],"When Trump Puts America First, These Commodities Are at Risk"
71,BQ Desk,['business'],"['While the admission of large stressed assets under the Insolvency and Bankruptcy Code and the recapitalisation package for public sector banks will help address India?s twin balance sheet problem, more will need to be done in the new financial year, said Arvind Subramanian, chief economic adviser, in his Economic Survey for 2017-18.', 'The IBC, according to the survey, has provided a resolution mechanism for the bad loan problem. The government?s recapitalisation package for public sector banks, which account for most of the banking system?s troubled assets, has taken care of the recapitalisation aspect of the banking system?s turnaround.', 'Now, the government would need to focus on the fourth ?R? of the twin balancesheet problem, which is reforms, the chief economic adviser said.', 'Also Read:Economic Survey: India?s Formal Sector Payroll Substantially Larger Than Estimated', 'The gross NPA ratio of scheduled commercial banks (SCBs) increased from 9.6 per cent to 10.2 per cent between March 2017 and September 2017, whereas, their restructured standard advances (RSA) ratio declined from 2.5 per cent to 2.0 per cent, the survey noted. The stressed advances (SA) ratio rose marginally from 12.1 per cent to 12.2 per cent during the same period. The gross NPA ratio of public sector banks increased from 12.5 per cent to 13.5 per cent between March and September 2017. Stressed advances ratio of public sector banks rose from 15.6 per cent to 16.2 per cent during the period.', 'The rise in bad loans and provisioning requirements forced the government to announce a Rs 2.11 lakh crore recapitalisation plan for state-owned banks. Eleven public sector banks under the prompt corrective action framework of the Reserve Bank of India are set to receive Rs 52,311 crore in form of recapitalisation. The other state-owned lenders will receive Rs 35,828 crore. Banks put under the PCA framework are those that have high bad loans and weak capital adequacy levels.', 'Also Read:India Does Not Rule Out Fiscal Consolidation Pause This Year']",1/29/2018 9:10,/union-budget-2018/2018/01/29/economic-survey-banking-reforms-must-follow-resolution-and-recapitalisation,bloombergquint,"While the admission of large stressed assets under the Insolvency and Bankruptcy Code and the recapitalisation package for public sector banks will help address India?s twin balance sheet problem, more will need to be done in the new financial year, said Arvind Subramanian, chief economic adviser, in his Economic Survey for 2017-18.",[],Economic Survey: Banking Reforms Must Follow Resolution And Recapitalisation
